ProbeID	SYMBOL	cluster
GI_4504160-S	GRSF1	4
GI_7669552-S	VCP	12
GI_41281455-S	RAB11FIP3	15
GI_29244580-S	ZDHHC17	2
GI_6031196-S	SELP	20
GI_4557676-S	ITGB3	20
GI_37552472-S	CLN8	7
GI_31442407-S	SNRK	2
GI_42476034-S	FAM20A	12
GI_7662455-S	FOXJ3	2
GI_17017970-S	RPL26	2
GI_13375984-S	ZFAND1	2
GI_21426832-S	RBM11	11
GI_4885386-S	HADH	2
GI_42659240-S	SNX30	12
GI_14110406-A	HNRNPDL	3
GI_8922347-S	TMEM39B	15
GI_28372492-S	CUL4B	4
GI_40807460-S	ZNF335	6
GI_42476062-S	PXDC1	12
GI_34147366-S	MAPKAP1	17
GI_31377612-S	MYADM	17
GI_7705573-S	KLRF1	19
GI_20336278-A	SLC26A6	18
Hs.374128-S	---	12
Hs.484809-S	---	12
GI_21361986-A	TMTC1	12
GI_31543298-S	PNPLA6	18
GI_34147613-S	OBFC1	9
GI_7661795-S	GTPBP8	2
GI_13376686-S	KIAA0226L	1
GI_4505840-S	PKP1	12
GI_16579887-S	FBP1	16
GI_22749242-S	C1orf177	12
GI_11038652-S	AQP9	7
GI_29743268-S	TBC1D25	18
GI_19913405-S	TOP2A	11
GI_28827775-S	LY9	3
GI_33946314-I	NIN	5
GI_41393564-S	ITPK1	16
GI_5713320-S	SELL	7
GI_13162281-S	STS	10
Hs.146747-S	---	11
GI_41281572-S	BAHD1	13
Hs.492837-S	---	12
GI_12408655-S	CAPN1	15
GI_17921981-S	COX10	10
Hs.474412-S	---	11
GI_14149994-S	TMEM191A	6
GI_34147386-S	EFHD1	11
GI_9845523-S	EGR2	12
GI_11119429-S	TSKS	12
GI_31317229-S	FCER1A	7
Hs.454935-S	---	12
GI_4504012-S	GLDC	11
GI_21614500-A	DEGS1	5
GI_4503020-S	CPT1A	14
GI_38455384-S	LAMP3	11
GI_34222319-S	JOSD1	17
GI_25777679-I	RASSF1	14
GI_42476207-S	AMZ2	2
GI_16117795-A	RPL36	5
Hs.444774-S	---	12
GI_4557478-A	CLK3	18
GI_23397571-S	KLHL34	11
GI_21361826-S	METTL3	4
GI_27735130-S	FAM117B	17
GI_7710155-S	WARS	16
GI_13775601-A	SIRT2	14
GI_5729771-S	CLN5	4
GI_20514779-A	SPPL2B	11
GI_12232372-S	RABGAP1	8
GI_23110923-S	PSMB10	16
GI_4826947-S	PRKX	18
GI_21361595-S	TCEAL4	9
GI_16306499-A	FBXO21	2
Hs.439334-S	---	3
GI_20336299-S	DHX32	4
GI_34147725-A	SHC1	18
GI_8922813-S	TMEM140	20
GI_34147521-S	ADCK3	6
GI_33636765-S	LHPP	15
Hs.289587-S	USP3-AS1	11
GI_27485722-S	LOC284454	17
GI_13435144-S	CLUAP1	11
GI_31543813-S	TMSB10	14
GI_14917110-S	AP4M1	18
GI_37574713-S	CAMSAP3	12
GI_29171760-S	PPA1	2
GI_21237801-S	SMARCC1	2
hmm34749-S	---	12
Hs.368169-S	---	8
GI_38604072-S	C5orf42	11
GI_13375978-S	BAHCC1	7
GI_38570159-S	XPO4	4
GI_4757755-S	ANXA2	14
GI_5729898-S	KLRAP1	11
GI_32481214-S	CD19	1
GI_18699723-S	PNISR	2
GI_22054273-S	TMEM244	13
GI_29337287-S	YEATS4	5
GI_20357564-S	CSTB	16
GI_6005793-S	PRAF2	15
GI_31542726-S	CPED1	7
GI_21536459-S	MAP3K5	12
GI_42656660-S	---	12
GI_28373095-S	ST8SIA1	11
GI_7661651-S	ZBTB20	3
Hs.194417-S	---	8
GI_34335250-A	DLGAP4	15
GI_38679925-S	CERCAM	12
GI_4505816-S	PIP5K1B	2
GI_34147669-S	SLC39A1	16
GI_27894286-A	PHF7	12
Hs.501087-S	---	16
GI_32698941-S	SLC25A45	6
GI_13376244-S	GGNBP2	2
GI_4885270-A	---	18
GI_25952086-S	KCNA5	10
GI_15011942-S	TRIM2	5
GI_15451871-S	B3GALT2	12
GI_4507102-S	SNAPC2	15
GI_45505128-S	TAOK2	18
GI_8922910-S	RSAD1	5
Hs.507256-S	---	12
GI_42476331-S	SH3BGRL3	15
GI_45243500-S	BCL2L13	7
GI_27501445-S	DENR	2
Hs.482647-S	---	11
GI_42734367-S	DPH6	10
GI_4501912-S	ADAM23	11
GI_21361192-S	CD44	17
GI_29788761-S	DNTT	12
GI_31341815-S	FLJ38379	11
GI_34147519-S	STX6	10
GI_30089943-I	---	14
Hs.378091-S	---	12
GI_37552466-S	---	12
GI_37541953-S	---	14
GI_4826685-S	DDX1	4
Hs.497310-S	---	11
GI_44890060-S	PPIB	10
GI_37622344-A	MZF1	6
GI_38372936-A	CHMP2A	16
GI_34303922-S	TRMT10A	11
GI_22907051-S	ARPC1A	16
GI_12621916-S	---	12
Hs.508413-S	---	8
GI_36054149-S	RIMS4	12
GI_12545407-S	RASA2	2
GI_6677928-S	SH3BGR	11
GI_23510449-S	MPST	15
GI_34101266-A	BCKDHB	2
Hs.8882-S	GPR68	13
GI_4507508-S	TIMP1	15
GI_37550558-S	U2SURP	4
GI_21361284-S	RCL1	11
GI_42656068-S	---	13
GI_33356147-S	FMNL1	15
GI_23199981-S	RNF112	12
Hs.423319-S	---	11
GI_37544033-S	RPL7	5
GI_9938031-S	SLC2A6	16
GI_31377724-S	ZNF462	11
GI_14249553-S	SPRYD3	15
GI_21264586-A	HOPX	19
GI_23397668-S	ARPC4	15
GI_42657580-S	CASC15	20
GI_41872630-S	FASN	9
Hs.510761-S	---	3
GI_45446742-S	DDX42	4
GI_14210505-S	ZC3H8	5
GI_7661579-I	WIPI2	5
GI_33624847-I	SYNE2	11
GI_37539752-S	---	17
GI_31455610-S	ZAP70	6
GI_41393591-S	ADCK2	9
GI_24308068-S	ZNF521	11
GI_19923712-A	BNIPL	12
GI_14550413-S	FCRL5	1
GI_37549554-S	---	16
GI_7705816-S	ZNF706	14
GI_40789088-S	NTAN1	12
Hs.498522-S	---	12
GI_37547044-S	C1orf228	10
GI_30425377-S	DRAM2	2
GI_27735126-S	SLC35F3	10
GI_39930526-S	TNNT1	16
Hs.482834-S	---	12
GI_37539105-S	MGC72080	12
GI_4809285-A	IRF7	16
GI_21361279-S	TSFM	9
GI_22749220-S	SPRED1	7
GI_23308566-S	ASRGL1	7
GI_32967275-A	UBE2A	14
hmm19663-S	JMJD1C	8
GI_18490994-A	MRVI1	12
Hs.463570-S	---	12
GI_4504196-S	GTF2F1	15
Hs.83346-S	---	12
GI_21626467-S	ZNF638	4
GI_4758291-S	EPHB6	6
GI_7706157-S	PLAC8	14
GI_30181235-S	CPNE2	7
GI_5031882-S	LOXL1	12
GI_37674209-S	SSH2	7
GI_7706680-S	REV1	5
GI_24942125-S	SHMT2	9
GI_29743852-S	PRMT3	2
Hs.13250-S	WDR33	4
GI_31543081-S	MARCH2	20
GI_38327616-S	SLAMF6	13
GI_7656970-S	N4BP2L2	2
GI_37622889-A	PLAGL1	5
GI_9961251-A	ABCB4	1
GI_21361267-S	TNIP1	15
GI_20143932-A	RLN2	4
GI_7661625-S	SERBP1	8
GI_31543177-S	PRR14	18
GI_8923393-S	TMEM161A	6
GI_4506026-S	PPP4C	15
GI_17986259-A	MYL6	14
GI_16753213-S	PFN1	15
GI_38348277-S	VSTM1	7
GI_42656857-S	SET	5
GI_34147679-S	TGFB1I1	20
GI_27500902-S	---	3
GI_27499706-S	FGF14-AS2	11
GI_24307876-S	POR	15
GI_20357534-S	ATP6V1G1	2
Hs.483398-S	---	11
GI_18373333-S	TMEM14B	5
GI_38327637-S	CREB3	18
GI_37655174-S	ZNF26	6
GI_22035593-A	MRPL35	4
GI_34916047-S	TMTC1	14
GI_10518505-A	F8	12
GI_18201904-S	GPI	15
GI_34916041-S	ESPNL	12
GI_19923618-S	EDEM3	5
GI_24586683-A	SYNM	13
GI_12597621-S	CLPX	2
GI_21314780-S	NEURL	16
GI_39930470-S	METTL25	4
GI_42518069-S	TJP2	14
GI_4507310-S	SUPT4H1	14
GI_29568104-S	---	12
GI_37059782-S	NINL	13
GI_23346638-S	NPRL2	6
GI_10518496-S	DLL1	11
GI_17986251-I	SP110	9
GI_31377649-S	TMEM25	11
GI_17017983-S	CDK9	18
GI_13569896-S	SHCBP1L	12
GI_24432051-S	SPOCD1	20
GI_37547280-S	MEGF6	6
GI_42656192-S	---	11
GI_5729827-S	TRAFD1	16
Hs.445048-S	---	8
GI_16950627-I	AP1S1	10
GI_31542314-S	CNOT8	5
GI_14591917-S	SEH1L	2
GI_30149745-S	SHISA4	14
GI_20986498-A	MAPK7	16
Hs.446193-S	---	1
GI_17572806-S	ROPN1L	14
GI_17025229-S	KCNK17	10
GI_41197110-S	---	5
GI_27734902-S	ZNF584	12
GI_38524588-S	PNPLA7	6
Hs.475556-S	---	12
GI_28916690-A	MUC1	12
GI_32189356-S	MRAS	16
GI_41151340-S	HLA-F-AS1	2
GI_13376422-S	TMEM156	6
GI_4758559-S	SNRNP40	5
GI_17482322-S	RPS15A	5
GI_5729936-S	MTX2	2
GI_23238209-A	ARPC2	12
Hs.445547-S	---	12
hmm23840-S	---	17
GI_39725713-S	ALG3	12
GI_13376668-S	IFT74	5
GI_38016923-S	PRKAB1	9
GI_20149644-S	SARS2	18
hmm22123-S	---	12
GI_9966902-S	MAN1C1	3
Hs.385594-S	---	12
GI_21314666-S	CPSF3	4
GI_11184225-S	RGS10	20
Hs.459570-S	ANKRD18A	8
Hs.473369-S	---	8
GI_16357476-S	CDC34	15
hmm3577-S	---	1
GI_7669500-S	LAMP1	15
GI_23270402-A	CRYZL1	2
Hs.220971-S	---	12
GI_5730105-S	CXCR6	11
GI_22212923-I	NFX1	4
GI_27477265-S	FAM212B	16
GI_4504450-S	RBMX	2
GI_31541963-S	ASL	18
hmm33438-S	---	12
GI_4507356-S	TAGLN2	20
GI_21361708-S	RPRD1A	4
GI_20336472-I	BCL7B	14
GI_32698693-S	DCUN1D4	4
GI_6912247-S	DNPEP	15
GI_16554580-S	COL5A2	11
GI_24475729-S	CCDC65	3
GI_13899252-S	UCK1	18
GI_20336474-A	BCL7B	17
GI_9845497-S	LAMC1	11
GI_39930398-S	TP53INP2	17
GI_45333920-S	ASB8	15
GI_24497452-S	NUP88	4
GI_24432005-S	RHBDF2	18
GI_20336252-I	---	11
GI_38146105-S	SLC52A2	15
GI_27499805-S	LINC00641	8
GI_9966792-S	LZTFL1	5
hmm30955-S	---	12
GI_13435382-S	TRMT61B	5
GI_41054845-S	ARMCX5	2
GI_16306540-S	CDH9	12
hmm36387-S	---	12
GI_6912517-S	ACOT9	16
GI_37546026-S	---	1
GI_15149471-S	PBX4	6
Hs.136355-S	---	16
GI_22095348-S	WDTC1	15
GI_5032056-S	S100A11	16
GI_27480910-S	C9orf142	6
GI_15890083-S	COL4A4	11
Hs.490862-S	---	12
GI_31543090-S	MAK16	2
GI_38158017-S	CNTRL	2
GI_19923135-S	CX3CR1	14
GI_6912487-S	LSM5	2
GI_15011976-S	ARHGEF16	12
hmm3484-S	SNHG10	11
GI_38505191-S	PTGDR	19
GI_41208742-S	BLOC1S3	12
Hs.471449-S	---	8
GI_40018625-S	MOB3A	15
Hs.514920-S	---	12
GI_4504750-S	ITGA5	15
GI_13129033-S	AHNAK	14
GI_10346128-S	DDX43	11
GI_5902159-S	ZNF22	8
GI_29171703-A	MAGED2	13
GI_29735784-S	PPP1R3E	5
GI_34328903-A	PIGN	2
GI_20127505-S	PMVK	15
GI_27886537-I	ATP2A2	17
GI_37541551-S	RPL10	5
hmm20684-S	SLC22A20	12
GI_11995467-S	IFITM3	16
GI_24308377-S	TUBGCP5	11
GI_26787980-A	IL15RA	10
GI_13376565-S	C3orf36	12
GI_14110394-S	XBP1	2
Hs.192103-S	---	8
GI_17865806-S	VPS4A	18
GI_31543440-S	---	7
GI_4885234-S	FGR	16
GI_41107699-S	RPL18A	9
GI_40254881-S	C21orf91	2
GI_4502100-S	ANXA1	14
GI_7669493-A	GCDH	10
GI_19923649-S	ZNF607	11
GI_42662756-S	---	12
GI_40807461-S	GZF1	17
Hs.459502-S	---	12
GI_20544143-A	CSNK1D	18
Hs.296713-S	---	8
GI_23957699-S	ZNF114	12
GI_44680155-S	ALG10	11
GI_27485260-S	PHLDB3	6
GI_4503602-S	ESR1	11
GI_4505670-S	PDE6D	14
Hs.149165-S	---	18
GI_19747277-S	RHOU	7
GI_40805101-S	ZNF276	13
GI_13384595-S	ZNF330	2
GI_4557632-S	GRID2	12
GI_42661099-S	TMEM220	11
GI_23110994-A	MS4A4A	14
GI_39777598-I	TGM2	12
GI_34147355-S	NABP2	13
Hs.152466-S	---	12
GI_37548655-S	OLFML2B	12
GI_22538425-A	TRAF3IP2	11
GI_42661225-S	PRKCA	3
GI_42822885-S	---	16
GI_31377621-S	DEDD2	15
GI_31342325-S	NMNAT3	10
GI_23503296-S	PRSS35	12
GI_30179906-A	PILRA	16
Hs.283500-S	---	8
GI_4507868-S	VASP	16
GI_27478827-S	---	12
GI_42657574-S	C6orf52	12
GI_34147486-A	POFUT2	12
GI_33859747-S	MGC2752	15
GI_8923576-S	PAK1IP1	5
GI_37595557-I	BTN3A1	6
GI_21389496-S	CCDC12	16
GI_42476168-S	PAF1	18
GI_22538438-I	CTSC	14
GI_38502313-S	C22orf34	8
Hs.495177-S	---	11
GI_23943871-S	SMAP2	15
GI_29540546-A	TRO	11
GI_38146093-S	MED16	18
GI_10863920-S	DLG3	13
GI_13375689-S	CORO7	18
GI_31563523-A	MYL9	20
GI_11761623-A	ST7	20
GI_41222692-S	---	12
GI_9257200-S	CALY	12
Hs.525142-S	---	12
GI_37546156-S	GLOD5	12
GI_32171174-S	BUD31	17
GI_19718752-S	BAP1	15
GI_7657336-S	MLH3	11
GI_34222229-S	FAM163A	12
GI_27484966-S	---	12
GI_38044287-A	GSN	16
GI_39725648-S	PAGR1	5
GI_14249703-S	RERG	11
GI_42657343-S	---	11
GI_19923363-S	ARPP19	2
GI_42658639-S	KIAA1147	3
GI_32483368-A	ORC3	2
GI_21314673-S	ERRFI1	12
GI_37550176-S	ZNF608	11
GI_7661859-S	LRRC14	6
Hs.448642-S	RPS25	5
GI_18491007-S	CYP2J2	11
GI_4759179-A	STK19	18
GI_29550920-I	---	12
GI_45238856-S	---	11
GI_4557328-S	FASLG	13
hmm3151-S	FAM177A1	14
GI_4507656-S	TPP2	5
GI_21040323-A	BCL6	17
GI_8922499-S	SHQ1	4
GI_4557342-S	ALDH7A1	10
GI_39930532-S	PPM1J	18
GI_35493986-I	UBE2I	11
GI_29734567-S	---	12
GI_27881483-S	ZC3H7B	10
GI_25777737-S	ALDH6A1	2
GI_4885224-I	EWSR1	6
GI_29741265-S	ETV2	9
GI_29294636-A	MEST	11
hmm28640-S	PLEKHM3	11
GI_15718688-A	RPS3A	5
Hs.12867-S	---	8
GI_14456712-S	HBQ1	20
GI_13376049-S	BMP8A	12
GI_33624872-A	SYNE2	13
Hs.469464-S	---	11
Hs.448493-S	---	11
GI_42659182-S	SMU1	9
GI_34222307-S	TPBG	12
GI_10835186-S	SOD2	17
GI_4505896-S	PLS1	11
GI_20336210-I	GAMT	3
GI_31563332-A	AKAP13	13
GI_13569961-S	RAB1B	15
hmm3574-S	---	1
GI_38327641-S	WDR55	12
Hs.473220-S	---	12
Hs.127491-S	---	12
GI_21040270-S	NLRP7	10
GI_27477087-S	IL18RAP	19
GI_25952146-A	TNFSF14	13
GI_20561649-S	ZNF319	14
GI_13129141-S	DHX58	12
GI_21450823-S	DACT3	12
GI_4505540-S	USO1	2
GI_37547050-S	ZSWIM5	11
GI_4759305-S	LIN7A	10
GI_37559987-S	---	11
Hs.427578-S	---	11
GI_42734318-S	DCLRE1A	12
Hs.310697-S	---	12
GI_24475655-S	FBXW4	15
GI_21071004-S	PHLDA2	17
GI_31542687-S	COQ10B	17
GI_21703709-S	SHISA5	15
GI_32306540-S	TRIT1	2
GI_23592225-S	KIR3DL3	19
GI_29743461-S	---	12
Hs.525303-S	---	7
GI_19311011-S	BRIX1	2
GI_22538474-S	UBB	14
GI_22035597-S	MAP3K8	17
GI_4557885-S	ITGB2	14
GI_21735547-S	CEP250	9
hmm19462-S	---	12
GI_7662289-S	IQSEC1	14
GI_5453709-S	LASP1	12
GI_25914753-A	MKKS	4
GI_17105397-I	WDR1	15
GI_40255082-S	SPTSSB	12
GI_40788016-S	TRIB1	17
GI_34222336-S	C3orf14	14
Hs.81889-S	---	12
GI_13376287-S	SETD6	5
GI_40254477-S	SLC1A2	12
Hs.311881-S	---	8
GI_42542393-S	LPCAT3	16
GI_37547065-S	CC2D1B	18
GI_19923786-S	RER1	9
GI_29747632-S	---	12
GI_39812452-S	SURF6	6
hmm23603-S	---	12
GI_11863158-S	RYK	2
GI_4507204-S	SRF	15
GI_17402913-A	WNT16	12
GI_4506344-S	PXN	19
GI_21389378-S	GTSF1	2
GI_27477711-S	LOC100505685	12
GI_14141169-S	MTA2	18
GI_13994299-S	TMEM120A	18
GI_22749378-S	GAPT	7
Hs.349094-S	TENM1	3
hmm31250-S	GRPEL2	13
GI_39725682-S	NARS2	2
GI_4557694-S	KIT	11
Hs.270801-S	---	12
hmm21666-S	---	12
GI_38257145-S	ANKRD46	4
GI_15208653-S	DGCR6	12
GI_13775237-S	PLVAP	10
GI_13129143-S	NDUFAF5	18
GI_4504190-S	MSH6	5
Hs.500574-S	---	12
GI_37546978-S	UQCRH	5
GI_37540588-S	C4orf48	16
Hs.396516-S	---	12
hmm25481-S	---	12
GI_39653322-I	PHF20L1	5
GI_38348259-S	KANK3	11
GI_18379345-S	SORCS3	12
GI_20482378-S	OR5B21	12
GI_8923223-A	LRRFIP2	17
Hs.373509-S	---	12
GI_32129211-S	ZSCAN32	4
GI_17454506-S	---	5
GI_41352698-S	WARS2	10
hmm14190-S	RPLP1	5
GI_21359840-S	TTC3	3
GI_11345483-S	ZFAND3	15
hmm36544-S	NHSL2	14
GI_45439340-S	PPOX	6
GI_31455613-S	DERL2	9
Hs.444093-S	DBT	11
GI_39725646-S	ALG8	4
GI_19923329-S	CTDSP2	7
GI_31543149-S	MFSD5	14
GI_18201908-A	VCAM1	12
GI_38045930-S	RNF122	18
GI_14150188-S	HVCN1	9
GI_8923000-S	ABHD10	4
GI_33519471-S	NDUFB7	18
GI_21359821-S	DROSHA	5
GI_23397450-S	AMICA1	7
Hs.490304-S	---	12
GI_15451891-S	EIF5B	4
GI_8922306-I	---	1
GI_4885526-A	SH2D3C	14
GI_31543061-S	TMEM45B	12
GI_13775195-S	TSPAN9	20
GI_31377584-S	SPATA2L	17
GI_24307912-S	ZNF234	4
GI_11496969-S	ADH7	12
Hs.127566-S	---	12
GI_11038675-A	CD79B	1
GI_40538727-S	PLEKHM1	15
GI_9910361-S	SEMA3G	12
GI_20143915-I	TTN	12
GI_21536366-A	TAF1C	6
GI_16306577-A	FBXL6	10
GI_42657549-S	---	3
GI_32307157-S	AGAP3	15
GI_18375627-A	PRRC2A	15
GI_42658956-S	TOX	13
GI_13775598-S	SIRT1	5
